store_id,sku_id,week,units_sold,total_price,base_price,is_featured_sku,is_display_sku,weekofyear,month,quarter,year,price_ratio,lag_1,lag_2,lag_3,lag_4,lag_8,lag_12,rolling_mean_4,rolling_mean_8,rolling_mean_12
9456,223153,2013-12-08,194,194.86874999999998,212.325,1,1,49,12,4,2013,0.9177852348993288,0.0,0.0,0.0,32.0,0.0,0.0,8.0,4.0,2.6666666666666665
9250,219009,2013-12-08,143,218.7375,218.7375,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,115.0,0.0,0.0,28.75,14.375,9.583333333333334
9632,216418,2013-12-08,72,69.825,85.5,0,1,49,12,4,2013,0.8166666666666667,0.0,0.0,0.0,16.0,0.0,0.0,4.0,2.0,1.3333333333333333
9611,216233,2013-12-08,166,125.04375,132.525,0,1,49,12,4,2013,0.9435483870967741,0.0,0.0,0.0,88.0,0.0,0.0,22.0,11.0,7.333333333333333
9611,216425,2013-12-08,145,124.6875,132.525,0,1,49,12,4,2013,0.9408602150537634,0.0,0.0,0.0,67.0,0.0,0.0,16.75,8.375,5.583333333333333
9371,300021,2013-12-08,80,107.94375,108.3,0,1,49,12,4,2013,0.9967105263157895,0.0,0.0,0.0,28.0,0.0,0.0,7.0,3.5,2.3333333333333335
9613,320485,2013-12-08,78,184.18124999999998,213.0375,1,1,49,12,4,2013,0.8645484949832775,0.0,0.0,0.0,15.0,0.0,0.0,3.75,1.875,1.25
9043,223245,2013-12-08,71,215.8875,228.7125,0,0,49,12,4,2013,0.9439252336448597,0.0,0.0,0.0,28.0,0.0,0.0,7.0,3.5,2.3333333333333335
9809,216418,2013-12-08,219,107.5875,107.5875,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,118.0,0.0,0.0,29.5,14.75,9.833333333333334
9371,222765,2013-12-08,76,237.975,237.975,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,53.0,0.0,0.0,13.25,6.625,4.416666666666667
9221,223153,2013-12-08,146,205.55625,235.8375,1,0,49,12,4,2013,0.8716012084592145,0.0,0.0,0.0,5.0,0.0,0.0,1.25,0.625,0.4166666666666667
9909,300021,2013-12-08,32,110.4375,110.4375,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,1.0,0.6666666666666666
9425,216419,2013-12-08,106,70.18125,85.5,0,1,49,12,4,2013,0.8208333333333334,0.0,0.0,0.0,35.0,0.0,0.0,8.75,4.375,2.9166666666666665
9632,300021,2013-12-08,24,67.6875,87.6375,0,1,49,12,4,2013,0.7723577235772358,0.0,0.0,0.0,5.0,0.0,0.0,1.25,0.625,0.4166666666666667
9250,320485,2013-12-08,95,184.18124999999998,213.0375,1,1,49,12,4,2013,0.8645484949832775,0.0,0.0,0.0,23.0,0.0,0.0,5.75,2.875,1.9166666666666667
9456,216233,2013-12-08,64,116.85,125.04375,0,0,49,12,4,2013,0.9344729344729344,0.0,0.0,0.0,14.0,0.0,0.0,3.5,1.75,1.1666666666666667
9273,320485,2013-12-08,26,180.61874999999998,205.9125,1,0,49,12,4,2013,0.8771626297577854,0.0,0.0,0.0,10.0,0.0,0.0,2.5,1.25,0.8333333333333334
9479,217217,2013-12-08,45,216.95625,216.95625,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,13.0,0.0,0.0,3.25,1.625,1.0833333333333333
9439,216418,2013-12-08,38,69.1125,78.01875,0,0,49,12,4,2013,0.8858447488584474,0.0,0.0,0.0,31.0,0.0,0.0,7.75,3.875,2.5833333333333335
9439,223153,2013-12-08,108,195.58125,212.325,1,0,49,12,4,2013,0.9211409395973156,0.0,0.0,0.0,33.0,0.0,0.0,8.25,4.125,2.75
8319,219009,2013-12-08,72,188.8125,188.8125,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,57.0,0.0,0.0,14.25,7.125,4.75
9872,245338,2013-12-08,184,350.55,469.5375,1,0,49,12,4,2013,0.7465857359635811,0.0,0.0,0.0,53.0,0.0,0.0,13.25,6.625,4.416666666666667
9837,223153,2013-12-08,163,207.3375,236.55,1,0,49,12,4,2013,0.8765060240963856,0.0,0.0,0.0,39.0,0.0,0.0,9.75,4.875,3.25
9279,216419,2013-12-08,96,70.18125,78.375,0,0,49,12,4,2013,0.8954545454545455,0.0,0.0,0.0,46.0,0.0,0.0,11.5,5.75,3.8333333333333335
9890,222765,2013-12-08,94,223.36874999999998,223.36874999999998,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,52.0,0.0,0.0,13.0,6.5,4.333333333333333
9112,320485,2013-12-08,170,184.18124999999998,213.0375,1,0,49,12,4,2013,0.8645484949832775,0.0,0.0,0.0,28.0,0.0,0.0,7.0,3.5,2.3333333333333335
9578,219009,2013-12-08,103,209.83125,225.15,0,0,49,12,4,2013,0.9319620253164558,0.0,0.0,0.0,43.0,0.0,0.0,10.75,5.375,3.5833333333333335
9112,223153,2013-12-08,248,206.98125,236.55,1,0,49,12,4,2013,0.8749999999999999,0.0,0.0,0.0,91.0,0.0,0.0,22.75,11.375,7.583333333333333
9279,222765,2013-12-08,83,225.50625,225.50625,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,36.0,0.0,0.0,9.0,4.5,3.0
9371,217390,2013-12-08,129,172.78125,172.78125,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,115.0,0.0,0.0,28.75,14.375,9.583333333333334
8063,320485,2013-12-08,54,180.61874999999998,205.9125,1,1,49,12,4,2013,0.8771626297577854,0.0,0.0,0.0,16.0,0.0,0.0,4.0,2.0,1.3333333333333333
9273,222087,2013-12-08,65,210.1875,223.72500000000002,0,0,49,12,4,2013,0.9394904458598725,0.0,0.0,0.0,32.0,0.0,0.0,8.0,4.0,2.6666666666666665
9456,245338,2013-12-08,120,350.19375,469.5375,1,1,49,12,4,2013,0.7458270106221548,0.0,0.0,0.0,25.0,0.0,0.0,6.25,3.125,2.0833333333333335
9279,223153,2013-12-08,162,195.225,212.325,1,0,49,12,4,2013,0.9194630872483222,0.0,0.0,0.0,32.0,0.0,0.0,8.0,4.0,2.6666666666666665
9532,398721,2013-12-08,91,349.125,469.5375,1,1,49,12,4,2013,0.7435508345978755,0.0,0.0,0.0,25.0,0.0,0.0,6.25,3.125,2.0833333333333335
8095,219844,2013-12-08,32,310.29375,368.3625,0,0,49,12,4,2013,0.8423597678916828,0.0,0.0,0.0,23.0,0.0,0.0,5.75,2.875,1.9166666666666667
9880,216419,2013-12-08,137,69.46875,87.6375,0,0,49,12,4,2013,0.7926829268292682,0.0,0.0,0.0,40.0,0.0,0.0,10.0,5.0,3.3333333333333335
9578,219029,2013-12-08,56,334.1625,334.1625,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,38.0,0.0,0.0,9.5,4.75,3.1666666666666665
8400,222765,2013-12-08,94,239.39999999999998,239.39999999999998,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,68.0,0.0,0.0,17.0,8.5,5.666666666666667
8121,217217,2013-12-08,44,219.45,209.475,0,1,49,12,4,2013,1.0476190476190477,0.0,0.0,0.0,33.0,0.0,0.0,8.25,4.125,2.75
9813,217217,2013-12-08,53,221.58749999999998,221.58749999999998,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,19.0,0.0,0.0,4.75,2.375,1.5833333333333333
8063,245338,2013-12-08,102,347.70000000000005,469.5375,1,1,49,12,4,2013,0.74051593323217,0.0,0.0,0.0,32.0,0.0,0.0,8.0,4.0,2.6666666666666665
9112,222765,2013-12-08,103,236.90625,236.90625,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,92.0,0.0,0.0,23.0,11.5,7.666666666666667
8869,216419,2013-12-08,185,110.08125,110.08125,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,100.0,0.0,0.0,25.0,12.5,8.333333333333334
9954,216419,2013-12-08,97,70.89375,80.15625,0,0,49,12,4,2013,0.8844444444444444,0.0,0.0,0.0,31.0,0.0,0.0,7.75,3.875,2.5833333333333335
9880,300021,2013-12-08,14,66.975,77.30625,0,0,49,12,4,2013,0.8663594470046082,0.0,0.0,0.0,11.0,0.0,0.0,2.75,1.375,0.9166666666666666
9713,398721,2013-12-08,153,347.70000000000005,505.1625,1,1,49,12,4,2013,0.688293370944993,0.0,0.0,0.0,23.0,0.0,0.0,5.75,2.875,1.9166666666666667
9164,300021,2013-12-08,58,105.80625,105.80625,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,41.0,0.0,0.0,10.25,5.125,3.4166666666666665
9132,217217,2013-12-08,37,224.08125,224.08125,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,21.0,0.0,0.0,5.25,2.625,1.75
9611,216418,2013-12-08,460,106.875,106.875,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,254.0,0.0,0.0,63.5,31.75,21.166666666666668
9809,245338,2013-12-08,302,347.70000000000005,505.1625,1,1,49,12,4,2013,0.688293370944993,0.0,0.0,0.0,66.0,0.0,0.0,16.5,8.25,5.5
8095,300021,2013-12-08,104,108.30000000000001,108.30000000000001,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,62.0,0.0,0.0,15.5,7.75,5.166666666666667
9880,219844,2013-12-08,79,222.65625,222.65625,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,43.0,0.0,0.0,10.75,5.375,3.5833333333333335
9789,547934,2013-12-08,32,177.4125,177.4125,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,1.5,1.0
9984,245338,2013-12-08,201,351.61875,469.5375,1,1,49,12,4,2013,0.7488619119878603,0.0,0.0,0.0,29.0,0.0,0.0,7.25,3.625,2.4166666666666665
8023,217390,2013-12-08,451,171.71249999999998,171.71249999999998,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,348.0,0.0,0.0,87.0,43.5,29.0
8422,216418,2013-12-08,85,69.11250000000001,87.6375,0,0,49,12,4,2013,0.7886178861788619,0.0,0.0,0.0,21.0,0.0,0.0,5.25,2.625,1.75
9432,300021,2013-12-08,29,69.82499999999999,85.5,0,1,49,12,4,2013,0.8166666666666665,0.0,0.0,0.0,39.0,0.0,0.0,9.75,4.875,3.25
9490,300021,2013-12-08,39,71.25,79.0875,0,0,49,12,4,2013,0.9009009009009008,0.0,0.0,0.0,27.0,0.0,0.0,6.75,3.375,2.25
8095,222765,2013-12-08,160,237.61874999999998,237.61874999999998,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,98.0,0.0,0.0,24.5,12.25,8.166666666666666
8094,216419,2013-12-08,308,70.5375,86.2125,0,1,49,12,4,2013,0.818181818181818,0.0,0.0,0.0,99.0,0.0,0.0,24.75,12.375,8.25
8222,217390,2013-12-08,318,173.49374999999998,173.49374999999998,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,215.0,0.0,0.0,53.75,26.875,17.916666666666668
9789,378934,2013-12-08,62,181.6875,205.9125,1,1,49,12,4,2013,0.8823529411764706,0.0,0.0,0.0,26.0,0.0,0.0,6.5,3.25,2.1666666666666665
9221,223245,2013-12-08,61,235.8375,235.8375,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,32.0,0.0,0.0,8.0,4.0,2.6666666666666665
9632,216419,2013-12-08,53,69.825,87.6375,0,0,49,12,4,2013,0.7967479674796748,0.0,0.0,0.0,13.0,0.0,0.0,3.25,1.625,1.0833333333333333
8422,378934,2013-12-08,48,181.6875,205.9125,1,1,49,12,4,2013,0.8823529411764706,0.0,0.0,0.0,26.0,0.0,0.0,6.5,3.25,2.1666666666666665
9713,300021,2013-12-08,121,108.3,108.3,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,31.0,0.0,0.0,7.75,3.875,2.5833333333333335
9043,217390,2013-12-08,127,171.0,171.0,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,99.0,0.0,0.0,24.75,12.375,8.25
9043,300021,2013-12-08,83,107.94375,107.94375,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,28.0,0.0,0.0,7.0,3.5,2.3333333333333335
8869,217390,2013-12-08,267,173.85,173.85,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,210.0,0.0,0.0,52.5,26.25,17.5
9479,216425,2013-12-08,52,118.9875,126.1125,0,0,49,12,4,2013,0.943502824858757,0.0,0.0,0.0,30.0,0.0,0.0,7.5,3.75,2.5
9613,222765,2013-12-08,170,235.8375,235.8375,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,105.0,0.0,0.0,26.25,13.125,8.75
9456,300021,2013-12-08,37,70.5375,86.925,0,1,49,12,4,2013,0.8114754098360656,0.0,0.0,0.0,11.0,0.0,0.0,2.75,1.375,0.9166666666666666
9632,320485,2013-12-08,27,180.61874999999998,205.9125,1,1,49,12,4,2013,0.8771626297577854,0.0,0.0,0.0,6.0,0.0,0.0,1.5,0.75,0.5
9613,245338,2013-12-08,332,349.48125000000005,505.1625,1,1,49,12,4,2013,0.6918194640338505,0.0,0.0,0.0,66.0,0.0,0.0,16.5,8.25,5.5
9250,216419,2013-12-08,334,108.3,99.0375,0,1,49,12,4,2013,1.0935251798561152,0.0,0.0,0.0,121.0,0.0,0.0,30.25,15.125,10.083333333333334
9479,222087,2013-12-08,59,218.02499999999998,234.4125,0,0,49,12,4,2013,0.9300911854103343,0.0,0.0,0.0,41.0,0.0,0.0,10.25,5.125,3.4166666666666665
9043,547934,2013-12-08,17,177.4125,177.4125,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.5,0.75,0.5
9613,300021,2013-12-08,120,109.01249999999999,109.725,0,1,49,12,4,2013,0.9935064935064934,0.0,0.0,0.0,68.0,0.0,0.0,17.0,8.5,5.666666666666667
9611,300021,2013-12-08,154,105.80625,105.80625,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,69.0,0.0,0.0,17.25,8.625,5.75
9092,398721,2013-12-08,61,347.70000000000005,469.5375,1,1,49,12,4,2013,0.74051593323217,0.0,0.0,0.0,18.0,0.0,0.0,4.5,2.25,1.5
9279,216425,2013-12-08,35,112.575,120.05625,0,0,49,12,4,2013,0.9376854599406528,0.0,0.0,0.0,11.0,0.0,0.0,2.75,1.375,0.9166666666666666
9436,219844,2013-12-08,75,222.3,222.3,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,38.0,0.0,0.0,9.5,4.75,3.1666666666666665
9092,216419,2013-12-08,199,70.18125,86.2125,0,1,49,12,4,2013,0.8140495867768596,0.0,0.0,0.0,55.0,0.0,0.0,13.75,6.875,4.583333333333333
9890,245338,2013-12-08,256,348.4125,505.1625,1,1,49,12,4,2013,0.689703808180536,0.0,0.0,0.0,49.0,0.0,0.0,12.25,6.125,4.083333333333333
8991,378934,2013-12-08,93,180.61874999999998,205.9125,1,1,49,12,4,2013,0.8771626297577854,0.0,0.0,0.0,25.0,0.0,0.0,6.25,3.125,2.0833333333333335
9221,217777,2013-12-08,100,219.80625,219.80625,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,64.0,0.0,0.0,16.0,8.0,5.333333333333333
9880,245338,2013-12-08,117,350.90625,469.5375,1,1,49,12,4,2013,0.7473444613050075,0.0,0.0,0.0,22.0,0.0,0.0,5.5,2.75,1.8333333333333333
9279,223245,2013-12-08,71,212.325,212.325,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,41.0,0.0,0.0,10.25,5.125,3.4166666666666665
9112,300021,2013-12-08,197,109.0125,107.94375,0,1,49,12,4,2013,1.00990099009901,0.0,0.0,0.0,109.0,0.0,0.0,27.25,13.625,9.083333333333334
9043,245338,2013-12-08,172,347.70000000000005,505.1625,1,1,49,12,4,2013,0.688293370944993,0.0,0.0,0.0,45.0,0.0,0.0,11.25,5.625,3.75
9809,223245,2013-12-08,205,227.28750000000002,221.5875,0,1,49,12,4,2013,1.0257234726688105,0.0,0.0,0.0,58.0,0.0,0.0,14.5,7.25,4.833333333333333
8222,222087,2013-12-08,302,192.73125,221.23125,0,0,49,12,4,2013,0.8711755233494364,0.0,0.0,0.0,147.0,0.0,0.0,36.75,18.375,12.25
9611,320485,2013-12-08,153,184.5375,213.0375,1,1,49,12,4,2013,0.8662207357859532,0.0,0.0,0.0,43.0,0.0,0.0,10.75,5.375,3.5833333333333335
8063,245387,2013-12-08,61,347.70000000000005,469.5375,1,1,49,12,4,2013,0.74051593323217,0.0,0.0,0.0,32.0,0.0,0.0,8.0,4.0,2.6666666666666665
9954,216233,2013-12-08,66,118.9875,127.18124999999999,0,0,49,12,4,2013,0.9355742296918768,0.0,0.0,0.0,26.0,0.0,0.0,6.5,3.25,2.1666666666666665
9872,223153,2013-12-08,292,194.86874999999998,212.325,1,1,49,12,4,2013,0.9177852348993288,0.0,0.0,0.0,61.0,0.0,0.0,15.25,7.625,5.083333333333333
9823,547934,2013-12-08,64,177.4125,177.4125,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,42.0,0.0,0.0,10.5,5.25,3.5
9092,378934,2013-12-08,43,182.04375,205.9125,1,0,49,12,4,2013,0.884083044982699,0.0,0.0,0.0,17.0,0.0,0.0,4.25,2.125,1.4166666666666667
9823,673209,2013-12-08,58,351.26250000000005,351.26250000000005,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,38.0,0.0,0.0,9.5,4.75,3.1666666666666665
8392,219009,2013-12-08,100,164.5875,194.5125,0,0,49,12,4,2013,0.8461538461538463,0.0,0.0,0.0,26.0,0.0,0.0,6.5,3.25,2.1666666666666665
8392,223245,2013-12-08,67,206.98125,235.8375,0,1,49,12,4,2013,0.877643504531722,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.25,0.16666666666666666
8392,222087,2013-12-08,42,179.55,234.4125,0,0,49,12,4,2013,0.7659574468085107,0.0,0.0,0.0,22.0,0.0,0.0,5.5,2.75,1.8333333333333333
9132,216425,2013-12-08,19,114.7125,121.83749999999999,0,0,49,12,4,2013,0.9415204678362574,0.0,0.0,0.0,11.0,0.0,0.0,2.75,1.375,0.9166666666666666
9809,216233,2013-12-08,162,126.46875,133.2375,0,1,49,12,4,2013,0.9491978609625668,0.0,0.0,0.0,32.0,0.0,0.0,8.0,4.0,2.6666666666666665
9439,219029,2013-12-08,38,302.8125,302.8125,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,39.0,0.0,0.0,9.75,4.875,3.25
8392,219029,2013-12-08,16,319.9125,319.9125,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,14.0,0.0,0.0,3.5,1.75,1.1666666666666667
8422,245387,2013-12-08,90,347.70000000000005,469.5375,1,1,49,12,4,2013,0.74051593323217,0.0,0.0,0.0,13.0,0.0,0.0,3.25,1.625,1.0833333333333333
8562,300021,2013-12-08,141,108.65625,104.7375,0,1,49,12,4,2013,1.0374149659863945,0.0,0.0,0.0,109.0,0.0,0.0,27.25,13.625,9.083333333333334
9731,222087,2013-12-08,76,197.71875,197.71875,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,54.0,0.0,0.0,13.5,6.75,4.5
9273,223245,2013-12-08,211,191.30625,202.70625,0,1,49,12,4,2013,0.9437609841827768,0.0,0.0,0.0,53.0,0.0,0.0,13.25,6.625,4.416666666666667
9432,300291,2013-12-08,26,110.4375,110.4375,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,11.0,0.0,0.0,2.75,1.375,0.9166666666666666
9890,300021,2013-12-08,32,107.5875,107.5875,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,11.0,0.0,0.0,2.75,1.375,0.9166666666666666
8392,216233,2013-12-08,65,114.7125,114.7125,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,33.0,0.0,0.0,8.25,4.125,2.75
9578,216233,2013-12-08,125,124.6875,133.2375,0,1,49,12,4,2013,0.9358288770053476,0.0,0.0,0.0,26.0,0.0,0.0,6.5,3.25,2.1666666666666665
9823,327492,2013-12-08,33,112.21875,112.21875,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,19.0,0.0,0.0,4.75,2.375,1.5833333333333333
9909,217390,2013-12-08,84,176.7,176.7,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,81.0,0.0,0.0,20.25,10.125,6.75
9479,219844,2013-12-08,59,221.5875,208.05,0,1,49,12,4,2013,1.0650684931506849,0.0,0.0,0.0,19.0,0.0,0.0,4.75,2.375,1.5833333333333333
9439,216425,2013-12-08,12,116.85,124.33125,0,0,49,12,4,2013,0.9398280802292264,0.0,0.0,0.0,9.0,0.0,0.0,2.25,1.125,0.75
9909,219009,2013-12-08,251,223.0125,223.0125,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,152.0,0.0,0.0,38.0,19.0,12.666666666666666
8422,320485,2013-12-08,57,181.6875,205.9125,1,1,49,12,4,2013,0.8823529411764706,0.0,0.0,0.0,12.0,0.0,0.0,3.0,1.5,1.0
8091,216425,2013-12-08,83,126.1125,134.30624999999998,0,0,49,12,4,2013,0.9389920424403184,0.0,0.0,0.0,50.0,0.0,0.0,12.5,6.25,4.166666666666667
9273,300021,2013-12-08,22,69.825,79.44375,0,0,49,12,4,2013,0.8789237668161436,0.0,0.0,0.0,14.0,0.0,0.0,3.5,1.75,1.1666666666666667
9890,219009,2013-12-08,130,215.53125,215.53125,0,0,49,12,4,2013,1.0,0.0,0.0,0.0,102.0,0.0,0.0,25.5,12.75,8.5
